User_Name,Is_Local_Guide,User_Total_Reviews,Rating,Review_Date,Has_Image,Review_Text
"Bambang Prihadi","Ya","103","5","7 tahun lalu","Tidak","Mau penyetan komplit 24jam??? Disini tempatnya"
"Kukuh Pribadi","Ya","55","4","6 tahun lalu","Tidak","padin ikan goreng - bakar, kuliner yg enak"
"hakim.hilman","Ya","353","5","4 tahun lalu","Tidak","Bawal bakar nya top.."
"Filliyani Sagita","Ya","133","3","4 tahun lalu","Tidak","Enakk tp kemahalan ga si? 😅 entahlah …"
"Barnoes Adit","Ya","29","3","7 tahun lalu","Tidak","Mahal harganya, tapi sambelnya enak"
"Rajesh Gindwani","Ya","77","1","2 tahun lalu","Tidak","Harga terlalu mahal"
"Novilia Wulandari Kristiani Yosefa","Ya","24","1","setahun lalu","Tidak","Makanan penyetan termahal 🤣🤣🤣 …"
"Probo Darono Yakti","Ya","1409","3","9 tahun lalu","Tidak","Warung penyetan 24 jam buka"
"Bagus Tayana","Ya","167","2","8 tahun lalu","Tidak","Mahal makanya,ampun deh.."
"Mochammad Ali","Ya","29","5","7 tahun lalu","Tidak","Pelayanan mantab...cepat..pas selera.."
"Devi Yanuary","Ya","50","3","8 tahun lalu","Tidak","Harga yang cukup mahal untuk kelas penyetan"
"ghufron khafid","Ya","182","5","7 tahun lalu","Tidak","mantab sambelnya. penyetan lengkap 24 Jam"
"mochamad ali Setiyawan","Ya","123","5","7 tahun lalu","Ya","Bersama keluarga besar"
"Yusuf Gunawarman","Ya","846","5","6 tahun lalu","Tidak","Penyetan legend, tapi harganya sudah mulai mahal"
"Miftakhul Falah","Ya","10","2","7 tahun lalu","Tidak","Rasa Biasa aja,cuman harganya mahal"
"Umar Balya","Bukan","1","1","setahun lalu","Tidak","Kemahalan"
"Junaidi Abdillah","Bukan","2","5","5 tahun lalu","Ya","Mantap .harga juga muantapp bagi sultan"
"FAJAR SURYANTO","Ya","215","2","8 tahun lalu","Tidak","Rasa biasa aja.. harganya kemahalan."
"harjo888 damardjati","Ya","134","1","4 tahun lalu","Tidak","Harganya ga logika"
"Faris Kumadeka","Ya","94","4","7 tahun lalu","Tidak","Sambelnya bikin ngos-ngosan...👍👍 …"
"Steven Christianto Susanto","Bukan","8","1","3 tahun lalu","Tidak","Mahal, lama pelayanannya.."
"Iman Nursetyo","Ya","251","4","7 tahun lalu","Tidak","Enak. Khas banget rasa bebeknya"
"Eko Andrianto","Ya","75","3","7 tahun lalu","Tidak","Makanan enak, pelayanan kurang ramah"
"AGIT NUR FALAKHI","Ya","94","4","9 tahun lalu","Tidak","Sambelnya nendang... Lauknya komplit"
"mabdag","Ya","30","1","Diedit setahun lalu","Tidak","mahal menurut saya"
"Gla Maulid","Ya","79","5","3 tahun lalu","Tidak","Pasti enak di jamin"
"Sam Vary","Ya","159","3","7 tahun lalu","Tidak","Enak, pedesnya nampol, tapi mahalllllllll 😁 …"
"Ir One","Ya","404","1","7 tahun lalu","Tidak","Mahal ..nggak begitu enak"
"Ayu Kartika Utami","Ya","25","5","9 tahun lalu","Tidak","sambal nya pedes bikin nangis"
"Abdan Wilzam","Ya","368","4","8 tahun lalu","Tidak","Harga 60 ribu untuk ikannya"
"agya channel","Ya","63","3","4 tahun lalu","Tidak","Harga nya mahal bgt"
"PERCAYA R","Bukan","7","5","6 tahun lalu","Tidak","Mantap  cepat saji g pake lama."
"aldion akbar2","Ya","45","4","7 tahun lalu","Tidak","Rame, ayu ting2 pernah makan sini"
"Champion Mardijarto","Ya","38","4","7 tahun lalu","Tidak","Enak rasanya, enak harganya...?"
"CV CAH NDESO BERKARYA","Ya","15","5","Diedit 2 tahun lalu","Tidak","Mantap sambel nya"
"Ronay","Ya","12","3","4 tahun lalu","Tidak","Harga nya yg lumayan mahal"
"Nia Nofiani","Ya","76","1","7 tahun lalu","Tidak","Rasa sangat biasa harga sangat mahal !"
"srkdani kitchen","Ya","153","5","7 tahun lalu","Tidak","Mantab tp sedikit mahal"
"Arief Raymonaga","Ya","20","5","7 tahun lalu","Tidak","Buka 24 jm. Melayani srtiap customer"
"Hastomo Dian","Ya","95","5","4 tahun lalu","Tidak","Ikannya Segar, Sambalnya Mantap"
"Deva Rizkya","Ya","65","1","7 tahun lalu","Tidak","Rego telek gak kolu, wani LAYAR COK"
"Lukmanul Hakim","Ya","459","5","2 tahun lalu","Tidak","Gurame bakar mantap"
"rudy ardi candrawijaya","Ya","21","4","4 tahun lalu","Tidak","Pelayannya kurang murah senyum"
"Heru Sutoyo","Bukan","1","1","3 tahun lalu","Tidak","Biasa aja"
"Dewi Anita","Bukan","5","4","5 tahun lalu","Tidak","Super duper mahal tapi enak 😋 …"
"Mario Dwi Putra Lesmana","Ya","61","1","3 tahun lalu","Tidak","Harga Bintang Lima Rasa Kaki Lima"
"Krisna Mukti","Ya","97","4","8 tahun lalu","Tidak","Mantap pedesnya dan banyak pilihan"
"Indra Mardyanto","Ya","113","5","7 tahun lalu","Tidak","Sambalnya mantap, harga lumayan"
"may susan","Ya","137","5","5 tahun lalu","Tidak","Enak n ga mahal"
"Denny Purba","Ya","466","5","9 tahun lalu","Tidak","Tempat makan wajib kalo di Surabaya"
"Wahyu Utami","Ya","604","5","5 tahun lalu","Tidak","Luar biasa uenaak....sambelnya Jooss"
"Agn.","Ya","26","5","6 tahun lalu","Tidak","Enak, sambelnya pedes seger"
"Palawa cindy","Bukan","12","5","10 tahun lalu","Tidak","Dibulan puasa klo pagi buka gak"
"FaiqulKhair El-Hasby","Ya","266","5","6 tahun lalu","Tidak","Sambelnya enaaaak. Aneka lauknya banyak."
"Arianto","Ya","114","3","4 tahun lalu","Tidak","Daging bebek dan ayam masihterlalu keras"
"gatut kaca","Ya","95","5","2 tahun lalu","Tidak","walau harga agak mahalan...tapi puas"
"Iva Kumalasari","Ya","122","5","7 tahun lalu","Tidak","Isi perut dg berbagai sambal"
"Laili Nurul","Bukan","1","5","6 tahun lalu","Tidak","Pedesnya mntabb bnget, enak jug'"
"AUTO ELECTRICAL","Ya","20","1","10 tahun lalu","Tidak","Aq ga tau, g pernah coba"
"Yhonny Yus","Ya","412","2","5 tahun lalu","Tidak","Harga mahal, pelayanan lambat"
"ARIF SETYAWAN","Ya","45","5","3 tahun lalu","Tidak","Makanan laut yang enak di kota Surabaya"
"Johny Zakaria","Ya","28","4","3 tahun lalu","Tidak","Sambal nya beraneka macam"
"Yuda RibutP","Bukan","8","1","4 tahun lalu","Tidak","Kurang bersih, terlalu overprice"
"Dian Fitriawan","Ya","115","4","Diedit 3 tahun lalu","Tidak","enak seh tp....."
"komang suheryadi","Ya","67","5","7 tahun lalu","Tidak","Layanannya cepat dan yang penting buka 24jam"
"Reza Aditya","Ya","51","4","7 tahun lalu","Tidak","Enak nyaman dan sudah tidak serame dulu"
"Heru Isdianto","Ya","311","2","7 tahun lalu","Tidak","standar gk ada yg istimewa"
"AnduzBraga","Ya","9","2","8 tahun lalu","Tidak","Spesialnya cma 24 jam aja.."
"johannes riter","Ya","19","5","7 tahun lalu","Tidak","Juaranya bakar-bakaran 👍🏼 Sukses selalu …"
"Nurmila Mustika","Ya","21","5","8 tahun lalu","Tidak","Taste able, pedasnya nyusssss"
"Ibar","Ya","109","4","6 tahun lalu","Tidak","Ikan bakarnya enak,  sambalnya khas."
"Bapak Sugiono","Ya","31","4","5 tahun lalu","Tidak","Recomended untuk salah satu kulineran surabaya"
"Virda Kurniawan","Ya","87","2","9 tahun lalu","Tidak","Enak tapi harganya ga enak"
"K. Ridha","Ya","301","4","4 tahun lalu","Tidak","Malam malam lapar ya kesini buka 24 jam"
"LY Anggoro Wicaksono","Bukan","10","5","7 tahun lalu","Tidak","Makanan semakin lama semakin mahal"
"Yoyok Suherwanto","Ya","12","5","7 tahun lalu","Tidak","Wiiiiih.ini terletak d blauran.macam macam penyetan."
"Muhammad Irvan","Bukan","4","1","2 tahun lalu","Tidak","Makan disini mahal banget"
"eko Suryobuono","Ya","46","5","7 tahun lalu","Tidak","Sambal enak nyooo"
"Fitri Alkayyis","Ya","27","5","8 tahun lalu","Ya","Joss"
"Guntur Azhari","Ya","50","5","7 tahun lalu","Tidak","Tempat nya strategi dan enak untuk santai"
"Gusti Agung Permana","Ya","16","5","8 tahun lalu","Tidak","Makanannya enak tapi agak mahal"
"Ramadhani Nurdiansyah","Bukan","7","4","8 tahun lalu","Tidak","Strategis,luas parkirnya,dan tempat makan juga luas"
"arini wulan","Bukan","4","1","4 tahun lalu","Tidak","Harganya sangat mahal.."
"Omma Oppa","Bukan","3","4","8 tahun lalu","Tidak","Lumayan rame. Pelayanan lumayan cepat"
"roesli saptadji","Ya","47","4","7 tahun lalu","Tidak","Bebek goreng nya manteb"
"Abdul Aziz","Ya","113","5","7 tahun lalu","Tidak","Hehehe... Mahal sih"
"vito brata putra suharto","Bukan","8","1","7 bulan lalu","Tidak","Mahal"
"CHECKMARK channel","Ya","3","3","6 tahun lalu","Tidak","Mahal... dan gak ada patokannya"
"Izam Janky Dauzat","Bukan","12","5","9 tahun lalu","Tidak","Penyetan mantabb hanya di PADIN"
"Denny Pratama Candra","Ya","30","1","8 tahun lalu","Tidak","Kemahalen, mendingan bebek yg lain dah"
"jahadafisabilillah amin","Ya","126","2","7 tahun lalu","Tidak","Enak yg dulu. Skrng biasa aja."
"Imam Sugianto","Ya","109","5","7 tahun lalu","Ya","Mantapp"
"Arief Rakhmat","Ya","153","5","8 tahun lalu","Tidak","pedese polll, maknyuss nyuss"
"MaVee`","Bukan","1","2","3 tahun lalu","Tidak","Terlalu mahal untuk rasa yang SNI"
"Meity Langka","Ya","118","5","7 tahun lalu","Tidak","Tempat belanja oleh-oleh yang murah dan berkualitas"
"Ester Ananda","Bukan","4","1","6 tahun lalu","Tidak","MAHAL, TEMPAT KOTOR, PEGAWAI TIDAK RAMAH BANGET!!!"
"Brollyana Febrianita Nadur","Ya","83","2","8 tahun lalu","Tidak","Harganya parah overpriced"
"Hary Moeljono","Ya","301","2","7 tahun lalu","Tidak","Kurang bersih t4nya"
"Catur Hartono","Ya","629","5","8 tahun lalu","Tidak","Enak.... tapi kok larang yo?"
"Achmad Rizal Fauzi","Ya","27","3","6 tahun lalu","Tidak","Lumayan bagus n komplit...👍 …"
"Icha","Ya","72","1","6 tahun lalu","Tidak","Harga mahal sekali"
"Elisabeth Wicaksono","Ya","25","1","7 tahun lalu","Tidak","Sangat mahal. Rasa biasa aja."
"Mr Sangar","Ya","26","5","7 tahun lalu","Tidak","Enak sambel nya jos gandos👍👍 …"
"teguh pranoto","Ya","17","5","8 tahun lalu","Tidak","recomended bagi yg suka pedas"
"Si Bolang","Ya","32","3","5 tahun lalu","Tidak","Rasa juara tapi kebersihan tolong diperhatikan"
"Dwi Juni Muhammad Sabur","Ya","418","5","6 tahun lalu","Tidak","Rasa kaki lima tapi harganya bintang lima."
"UMAR KHASAN","Ya","46","4","6 tahun lalu","Tidak","Mantul surendul....cetar...huhhh pedas"
"Muhammad Fadhil Rezka","Ya","121","5","8 tahun lalu","Tidak","Mantab ini.. klo ke surabaya kesini terus.."
"Djoko Amsori","Ya","42","5","6 tahun lalu","Tidak","Makanan khas surabaya penyetan yang lengkap"
"Akhmad Genz","Ya","41","4","7 tahun lalu","Tidak","Kuliner malam d Surabaya, nasi sambal"
"Yoga Wedhaswara","Ya","31","4","7 tahun lalu","Tidak","Ada pilihan level sambelnya.."
"weka tan","Ya","64","5","7 tahun lalu","Tidak","Cuman agak mahal aja sekarang.."
"hadi ono","Ya","27","4","Diedit 7 tahun lalu","Tidak","mantabs....sambel e josss!!"
"Ega 364","Ya","34","5","8 tahun lalu","Tidak","Warung penyetan 24 jam nonstop"
"Pandu Septiyan Tutuko","Ya","18","1","2 tahun lalu","Tidak","Harga terlalu over price"
"agnes wendy","Ya","27","5","4 tahun lalu","Tidak","Sambalnya enak"
"my belinda27","Ya","266","5","6 tahun lalu","Tidak","Enak bngt"
"bagus prasetyo","Ya","36","3","6 tahun lalu","Tidak","Enak sih, tapi over priced"
"Pras Tyo","Bukan","4","1","7 tahun lalu","Tidak","Harga tidak sesuai"
"Ade Yoska Sabar Ikhlas","Ya","132","5","5 tahun lalu","Tidak","Enak sambal nya mantap"
"nurhidayah anam","Ya","22","3","7 tahun lalu","Tidak","SNI lah"
"Devi Cahyanto","Ya","202","1","6 tahun lalu","Tidak","Mahalnya ga ukuran juummm"
"reza afnan","Ya","177","5","4 tahun lalu","Tidak","Sambel korek da best"
"albertus arnold","Ya","75","5","8 tahun lalu","Tidak","Sambal.nya mantap"
"mark fahru","Bukan","3","2","3 tahun lalu","Tidak","Bagi kantong kecil no rekomen 😭😭😭😭🥵🥵🥵🥵🥵🥵 …"
"Moch Ameer","Bukan","3","3","7 tahun lalu","Tidak","Cuma nggak cocok aja...👌👌👌 …"
"Herlambang Kosasih","Ya","45","5","8 tahun lalu","Tidak","Sambal nendang, kerasa banget..."
"beby regar","Ya","40","4","4 tahun lalu","Tidak","Korek nya sambal terfavorit"
"CENTRAL MEDIA ADVERTISING","Ya","14","5","4 tahun lalu","Tidak","Menu ikan banyak disajikan"
"Cak Abby Djarot","Bukan","1","1","7 tahun lalu","Tidak","Gak wajar"
"Sandra Toko","Bukan","4","3","6 tahun lalu","Tidak","Lokasi di pinggir jalan tempat luas"
"Agung Hapsari","Ya","208","5","6 tahun lalu","Tidak","Sambellnyaaaaaaaaa... Huh hahhhh"
"Galih Rakasiwi","Ya","25","3","7 tahun lalu","Tidak","Biasa standart ajaa.."
"Nia Rohmadon","Ya","21","4","6 tahun lalu","Tidak","buka 24 jam bebek goreng"
"Ardi Nugroho","Ya","173","5","7 tahun lalu","Tidak","Sambalnya benar2 mantap"
"Jeffry Ang","Ya","11","1","6 tahun lalu","Tidak","Mahalllll.... Rasanya biasa saja"
"Super Hoki","Ya","116","1","7 tahun lalu","Tidak","Mahal ga karuan ....."
"Konter aksesoris HP","Ya","53","5","Diedit 2 tahun lalu","Tidak","Sambelnya mantap"
"Viral Indonesia","Ya","8","1","3 tahun lalu","Tidak","Rasanya 😂 Harga 😂 Tempat 😂 …"
"Mansyur Mansyur","Ya","62","5","8 tahun lalu","Tidak","Salah satu kuliner yang ada di surabaya"
"yonathan sinergy","Ya","43","5","7 tahun lalu","Tidak","Sambalnya mantab..maknyus."
"iwan widya","Ya","49","5","9 tahun lalu","Tidak","Mantap menunya"
"Asep Kurniawan","Ya","196","5","8 tahun lalu","Tidak","Enak lah... rada2 basah"
"Alicia","Ya","41","5","4 tahun lalu","Tidak","laper tengah malam? padin solusinya"
"Misbach Arifianto","Ya","4","1","2 tahun lalu","Tidak","Overprice, harga tidak jelas"
"vinanto deddy wibowo","Ya","53","5","8 tahun lalu","Tidak","Mantap pedas nya"
"Celin Susanto","Ya","99","4","8 tahun lalu","Tidak","Sambel nya enak bangett"
"Zainul Mahfudi","Ya","44","5","5 tahun lalu","Tidak","Resto harga terjangkau"
"Liviani Nursita","Ya","85","5","8 tahun lalu","Tidak","Ikan bakar sm sambelnya endesss"
"Ronald Ronald","Bukan","8","1","4 bulan lalu","Tidak","MAHAL POOOLLLL"
"Donny Fernando","Ya","16","5","7 tahun lalu","Tidak","Sambal nya mantap uuy"
"Yudhi Kurniawan","Ya","79","5","7 tahun lalu","Tidak","Sambalnya mantaaaaab."
"Muhamad Furqon","Bukan","12","4","7 tahun lalu","Tidak","makanan ok, harga agak mahal"
"rachman chandra","Ya","112","5","6 tahun lalu","Tidak","Sambelnya super hottt"
"AryaTaka","Ya","20","1","6 tahun lalu","Tidak","tempat kaki lima harga bintang lima"
"Bagas Anggoro","Ya","51","4","7 tahun lalu","Tidak","Makanannya enak menurut saya"
"om De","Ya","33","3","3 tahun lalu","Tidak","pricey untuk ukuran penyetan"
"tanto","Ya","221","3","7 tahun lalu","Tidak","Mahal rasa biasa saja"
"andra noviansyah","Ya","46","4","8 tahun lalu","Tidak","sambalnya enak"
"Susilo Widodo","Ya","33","3","7 tahun lalu","Tidak","Cuma ya relatif mahal sih"
"Reza Rachmad","Ya","14","1","2 tahun lalu","Tidak","Restoran parah haha"
"Loly Marlina Iskandar","Ya","24","1","2 tahun lalu","Tidak","EDAN HARGANYA NGEPRUK BANGET 😭😭😭 …"
"Ika Agustine","Ya","79","1","8 tahun lalu","Tidak","MAHAL DAN BIASA AJA SAMBALNYA!"
"Putra Buana","Ya","30","5","8 tahun lalu","Tidak","masakanya...mantabbb...berasa..khas jawa"
"moch. syafi'i","Ya","202","3","Diedit 2 tahun lalu","Tidak","Harga & rasa ...."
"Budi Balik kanan","Ya","217","4","6 tahun lalu","Tidak","Lumayan buat pengganjal lapar"
"Cenlo Amo","Ya","90","4","Diedit 7 tahun lalu","Tidak","Hrgnya g oke"
"Gudianto Huang","Ya","481","5","4 tahun lalu","Tidak","Paling Ramai & Pelayanan Bagus 👍👍👍 …"
"Nur Chumairah Az zahrah 25","Bukan","4","5","7 tahun lalu","Tidak","Pelayananya cukup memuaskan"
"Djaka Si unyil","Bukan","14","3","8 tahun lalu","Tidak","mahal. tempat kotor"
"Budi PR","Ya","251","5","Diedit setahun lalu","Tidak","Mantap"
"David Dadang Sujatmiko","Ya","29","5","7 tahun lalu","Tidak","Sambalnya mantap"
"Tomi Urban Garden and Farm","Ya","38","2","6 tahun lalu","Tidak","Saya setuju dengan komentar komentar sebelumnya"
"Diecy Franky Gandasuli","Ya","1823","5","3 tahun lalu","Tidak","Ikan bakar dan sambelnya enak"
"Akhmad Santoso","Ya","91","5","4 tahun lalu","Tidak","Mantap ......sambelnya enak"
"Syaiful Akhyar Laitupa","Ya","139","4","4 tahun lalu","Tidak","Enak dan cepat saji"
"R Sna","Bukan","12","5","7 tahun lalu","Tidak","Mahal pk banget"
"Angga Kurniawan","Ya","21","5","7 tahun lalu","Tidak","Sambel'y pedes cihuyyy,,"
"Ronald Pasaribu","Ya","216","4","5 tahun lalu","Tidak","Ini baru lalapan yang benar2 nikmat"
"Bagus Prakoso","Ya","20","1","7 tahun lalu","Tidak","Ikannya agak bau"
"3k0","Ya","526","5","4 tahun lalu","Tidak","Buka 24jam gaes..."
"Dwi Lutfi","Ya","28","5","7 tahun lalu","Tidak","Lezat dan harga mantap habis"
"R1 Production Indonesia","Bukan","13","3","6 tahun lalu","Tidak","Harga nya luar biasa"
"Si Dragon","Ya","84","5","5 tahun lalu","Tidak","Mantap pedasnya"
"fitria indrianti","Ya","22","5","7 tahun lalu","Tidak","Ikan bakar dan sambalnya enak"
"Evi Wulandari","Ya","153","5","7 tahun lalu","Tidak","Jual makanan,  banyak macam macam ikan"
"Sugeng Wiyono","Ya","65","3","7 tahun lalu","Tidak","Sambelnya kurang cocok...."
"Ana Anang","Ya","4","1","4 tahun lalu","Tidak","Mahal. Makanya sepi"
"Catur Adi Wicaksono","Ya","301","3","7 tahun lalu","Tidak","Harga sangat mahal"
"Berta Shang","Ya","88","4","7 tahun lalu","Tidak","Mantaaapp dah pokoknya.."
"Bagazz Kara","Ya","578","5","4 tahun lalu","Tidak","Siip, darurat kalau malem"
"yasseryus alkar","Bukan","7","3","7 tahun lalu","Tidak","Kurang memuaskan"
"Muhammad Dzakwan","Bukan","6","2","4 tahun lalu","Tidak","Biasa aja,mahal banget"
"Agus Setiabudi","Ya","16","4","7 tahun lalu","Tidak","Selalu ada saat perut laper"
"Mashadi Ali","Ya","443","3","7 tahun lalu","Tidak","Saya suka ikan bakarnya"
"bast","Ya","30","5","7 tahun lalu","Tidak","Sambelnya pedes dan enak"
"Iwan Andyanto","Ya","84","5","4 tahun lalu","Ya","Ikan bakrnya mantab"
"adhi.irawan","Ya","36","5","2 tahun lalu","Tidak","24 jam buka"
"Fajar Herbowo","Ya","19","5","7 tahun lalu","Tidak","Enak tp mahal"
"Dodik kuswo","Ya","27","3","8 tahun lalu","Tidak","Enak tapi kemahalan menurut saya"
"Universal Mannequin","Ya","116","4","7 tahun lalu","Tidak","Mantap... buka 24 jam"
"Andi Ahmad Bartian Dimyati Bahar","Ya","13","5","8 tahun lalu","Tidak","Mantap sambelnya!"
"roberth bryan","Ya","19","1","setahun lalu","Tidak","Mahal"
"Febri Hadi Hermawan","Ya","134","5","4 tahun lalu","Tidak","Sambel nya jos mantaps"
"Ayu Garnasih","Ya","56","3","7 tahun lalu","Tidak","mehong cyin, cek harga dulu"
"freddygo wedayanto","Ya","23","4","3 tahun lalu","Tidak","Banyak pengamen"
"choirul hamim","Ya","32","5","7 tahun lalu","Tidak","Pelayanannya rama"
"Whike Candra Rahayu","Bukan","4","3","6 tahun lalu","Tidak","Sambelnya enak"
"Sandy Yudha Permana","Ya","401","5","6 tahun lalu","Tidak","Rasa luar biasa"
"Nano Citizen","Ya","442","3","setahun lalu","Tidak","Gak worthed"
"red foxx","Bukan","12","3","7 tahun lalu","Tidak","Mahal oi wkwk"
"Syahrir r Syahrir r","Ya","19","5","3 tahun lalu","Tidak","Sungguh membuat saya senang"
"Suryaningsih Subandriyo (Yaya_Midwifery)","Ya","28","5","5 tahun lalu","Tidak","Mantap sambelnya"
"Abdul Mutalib","Ya","85","5","3 tahun lalu","Tidak","Sambel koreknya mantap"
"Yafie Al Banna","Bukan","9","5","7 tahun lalu","Tidak","Sambalnya parah"
"Alif Rafa","Ya","469","5","9 tahun lalu","Tidak","Semua enak dan serba ada"
"Fandhy Lestiono","Ya","5","5","7 tahun lalu","Tidak","Sambalnya pedas banget"
"Yoyok Kuswanto7","Ya","78","5","7 tahun lalu","Ya","Sederhana namun nikmat"
"Fachrizal Niar","Bukan","8","2","4 tahun lalu","Tidak","enak tapi mahal"
"Yupi Kurniawan","Ya","24","5","4 tahun lalu","Tidak","Sambelnya ok 👌 …"
"Saputra Ady","Ya","72","4","7 tahun lalu","Tidak","Puas, harga diatas standart"
"Azazil","Bukan","9","1","4 bulan lalu","Tidak","Nyesel kesini"
"Yulius Indro Cahyono","Ya","151","4","4 tahun lalu","Tidak","Pedasnya menantang"
"niko rikardo","Bukan","4","4","8 tahun lalu","Tidak","Sambelnya mantap"
"Fajar Dwi nurrizki","Ya","62","5","7 tahun lalu","Tidak","Sambalnya istimewa"
"Dharmawan Widodo","Ya","273","3","7 tahun lalu","Tidak","Enak... Agak mahal"
"Muhammad Syaiful","Bukan","6","5","3 tahun lalu","Tidak","Pelayanan cepat dan ramah.👍👍👍👍👍 …"
"Ujang Heryanto","Ya","78","3","2 tahun lalu","Tidak","Standar"
"ipoel ndhuro","Ya","21","5","5 tahun lalu","Tidak","Selera aku banget"
"Ahmad Jibril Muayyad","Ya","66","3","7 tahun lalu","Tidak","Sebenarnya saya belum mampir kesini"
"linda paulus","Ya","28","5","8 tahun lalu","Tidak","Makanan lumayan rasanya"
"Bambang Murianto","Bukan","3","1","6 tahun lalu","Tidak","Mahal ikannya"
"achmad fauzin","Ya","294","5","Diedit 7 tahun lalu","Tidak","Penyetan ikan segar yang mantab"
"lie1289","Ya","18","5","4 tahun lalu","Tidak","wenakkkk tapi mehong hihihi"
"Linda Purwanti","Ya","6","1","2 tahun lalu","Tidak","Sangat mahal"
"Moh. Nurul Ali","Ya","310","5","6 tahun lalu","Tidak","Sambalnya joss"
"zuhud samsi","Ya","10","4","5 tahun lalu","Tidak","sambelnya lumayan"
"Diky Abrial","Ya","65","5","8 tahun lalu","Tidak","Mantap pedessnyaa"
"Zabirru & Ameera","Ya","67","1","5 tahun lalu","Tidak","Rasa biasa, harga mahaaal"
"Yales Marine","Ya","108","5","3 tahun lalu","Tidak","Mantab makanan dan memuaskan"
